distance.km,plot.dist.mean,smb.mar.2011_2013,smb.mar.error.2011_2013,smb.mar.1979_2021,smb.mar.error.1979_2021,smb.mar.2013,smb.mar.error.2013
462,461.5,129.4,2.3,140.1,2.0,119.1,2.1
463,462.5,129.5,2.3,140.3,2.0,119.2,2.1
464,463.5,129.6,2.3,140.5,2.0,119.4,2.1
465,464.5,129.8,2.3,140.6,2.0,119.5,2.1
466,465.5,129.8,2.3,140.7,2.0,119.7,2.1
467,466.5,129.9,2.3,140.9,2.0,119.8,2.1
468,467.5,130,2.3,141.0,2.0,119.9,2.1
469,468.5,130.1,2.3,141.1,2.0,120.0,2.1
470,469.5,130.2,2.3,141.2,2.0,120.2,2.1
471,470.5,130.3,2.3,141.3,2.0,120.3,2.1
472,471.5,130.4,2.3,141.4,2.0,120.4,2.1
473,472.5,130.5,2.3,141.5,2.0,120.5,2.1
474,473.5,130.6,2.3,141.6,2.0,120.6,2.1
475,474.5,130.6,2.3,141.8,2.0,120.7,2.1
476,475.5,130.7,2.3,141.9,2.0,120.9,2.1
477,476.5,130.8,2.3,142.0,2.0,121.0,2.1
478,477.5,130.9,2.3,142.1,2.0,121.1,2.1
479,478.5,131,2.3,142.2,2.0,121.2,2.1
480,479.5,131.1,2.3,142.3,2.0,121.3,2.1
481,480.5,131.1,2.3,142.4,2.0,121.4,2.1
482,481.5,131.2,2.3,142.5,2.0,121.5,2.1
483,482.5,131.3,2.3,142.7,2.0,121.6,2.1
484,483.5,131.4,2.3,142.8,2.0,121.8,2.1
485,484.5,131.5,2.3,143.0,2.0,121.9,2.1
486,485.5,131.6,2.3,143.1,2.0,122.0,2.1
487,486.5,131.7,2.3,143.3,2.0,122.2,2.1
488,487.5,131.9,2.2,143.4,2.0,122.3,2.1
489,488.5,132,2.2,143.5,2.0,122.4,2.1
490,489.5,132.1,2.2,143.7,2.0,122.6,2.1
491,490.5,132.2,2.2,143.8,2.0,122.7,2.1
492,491.5,132.3,2.2,144.0,2.0,122.8,2.1
493,492.5,132.4,2.2,144.1,2.0,122.9,2.1
494,493.5,132.5,2.2,144.3,2.0,123.1,2.1
495,494.5,132.5,2.2,144.4,2.0,123.2,2.1
496,495.5,132.6,2.2,144.5,2.0,123.3,2.1
497,496.5,132.7,2.2,144.7,2.0,123.4,2.1
498,497.5,132.8,2.2,144.8,2.0,123.5,2.1
499,498.5,132.9,2.2,144.9,2.0,123.7,2.1
500,499.5,133,2.2,145.1,2.0,123.8,2.1
501,500.5,133.1,2.2,145.2,2.0,123.9,2.1
502,501.5,133.2,2.2,145.4,2.0,124.0,2.1
503,502.5,133.3,2.2,145.5,2.0,124.1,2.0
504,503.5,133.3,2.2,145.6,2.0,124.2,2.0
505,504.5,133.4,2.2,145.8,2.0,124.3,2.0
506,505.5,133.5,2.2,145.9,2.0,124.4,2.0
507,506.5,133.6,2.2,146.0,2.0,124.5,2.0
508,507.5,133.7,2.2,146.1,2.0,124.7,2.0
509,508.5,133.8,2.2,146.2,2.0,124.8,2.0
510,509.5,133.9,2.2,146.3,2.0,124.9,2.0
511,510.5,133.9,2.2,146.5,2.0,125.0,2.0
512,511.5,134,2.2,146.6,2.0,125.1,2.0
513,512.5,134.1,2.2,146.7,2.0,125.3,2.0
514,513.5,134.2,2.2,146.8,2.0,125.4,2.0
515,514.5,134.3,2.2,146.9,2.0,125.5,2.0
516,515.5,134.4,2.2,147.0,2.0,125.6,2.0
517,516.5,134.4,2.2,147.1,2.0,125.7,2.0
518,517.5,134.5,2.2,147.2,2.0,125.8,2.0
519,518.5,134.6,2.2,147.3,2.0,125.9,2.0
520,519.5,134.7,2.2,147.4,2.0,126.0,2.0
521,520.5,134.8,2.2,147.6,2.0,126.2,2.0
522,521.5,134.9,2.2,147.7,2.0,126.3,2.0
523,522.5,135,2.2,147.8,2.0,126.5,2.0
524,523.5,135.1,2.2,148.0,2.0,126.6,2.0
525,524.5,135.3,2.2,148.1,2.0,126.7,2.0
526,525.5,135.4,2.2,148.2,2.0,126.9,2.0
527,526.5,135.5,2.2,148.4,2.0,127.0,2.0
528,527.5,135.6,2.2,148.5,2.1,127.2,2.0
529,528.5,135.7,2.2,148.6,2.1,127.3,2.0
530,529.5,135.8,2.2,148.8,2.1,127.5,2.0
531,530.5,135.9,2.2,148.9,2.1,127.6,2.0
532,531.5,136,2.2,149.0,2.1,127.7,2.0
533,532.5,136.1,2.2,149.2,2.1,127.9,2.0
534,533.5,136.2,2.2,149.3,2.1,128.0,2.0
535,534.5,136.4,2.2,149.4,2.1,128.2,2.0
536,535.5,136.5,2.2,149.5,2.1,128.3,2.0
537,536.5,136.6,2.2,149.7,2.1,128.4,2.0
538,537.5,136.7,2.2,149.8,2.1,128.6,2.0
539,538.5,136.8,2.2,149.9,2.1,128.7,2.0
540,539.5,136.9,2.2,150.1,2.1,128.8,2.0
541,540.5,137,2.2,150.2,2.1,129.0,2.0
542,541.5,137.1,2.2,150.3,2.1,129.1,2.0
543,542.5,137.2,2.2,150.4,2.1,129.2,2.0
544,543.5,137.3,2.2,150.5,2.1,129.4,2.0
545,544.5,137.4,2.2,150.6,2.1,129.5,2.0
546,545.5,137.5,2.2,150.7,2.1,129.6,2.0
547,546.5,137.5,2.2,150.8,2.1,129.7,2.0
548,547.5,137.6,2.2,150.9,2.1,129.8,2.0
549,548.5,137.7,2.2,151.0,2.1,129.9,2.0
550,549.5,137.8,2.2,151.1,2.1,130.1,2.0
551,550.5,137.8,2.2,151.2,2.1,130.2,2.0
552,551.5,137.9,2.2,151.2,2.1,130.3,2.0
553,552.5,138,2.2,151.3,2.1,130.4,2.0
554,553.5,138.1,2.2,151.4,2.1,130.5,2.0
555,554.5,138.1,2.2,151.4,2.1,130.7,2.0
556,555.5,138.2,2.2,151.5,2.1,130.8,2.0
557,556.5,138.3,2.2,151.6,2.1,130.9,2.0
558,557.5,138.4,2.2,151.7,2.1,131.0,2.0
559,558.5,138.4,2.2,151.7,2.1,131.1,2.0
560,559.5,138.5,2.2,151.8,2.1,131.3,2.0
561,560.5,138.6,2.2,151.9,2.1,131.4,2.0
562,561.5,138.6,2.2,152.0,2.1,131.5,2.0
563,562.5,138.7,2.2,152.0,2.1,131.6,2.0
564,563.5,138.8,2.2,152.1,2.1,131.7,2.0
565,564.5,138.9,2.2,152.2,2.1,131.8,2.0
566,565.5,138.9,2.2,152.3,2.1,132.0,2.0
567,566.5,139,2.2,152.4,2.1,132.1,2.0
568,567.5,139.1,2.2,152.4,2.1,132.2,2.0
569,568.5,139.1,2.2,152.5,2.1,132.3,2.0
570,569.5,139.2,2.2,152.6,2.1,132.4,2.0
571,570.5,139.3,2.2,152.7,2.1,132.5,2.0
572,571.5,139.3,2.2,152.7,2.1,132.7,2.0
573,572.5,139.4,2.2,152.8,2.1,132.8,2.0
574,573.5,139.5,2.2,152.9,2.1,132.9,2.0
575,574.5,139.5,2.2,153.0,2.1,133.0,2.0
576,575.5,139.6,2.2,153.1,2.1,133.1,2.0
577,576.5,139.7,2.2,153.1,2.1,133.2,2.0
578,577.5,139.7,2.2,153.2,2.1,133.3,2.0
579,578.5,139.8,2.2,153.3,2.1,133.5,2.0
580,579.5,139.9,2.2,153.4,2.1,133.6,2.0
581,580.5,139.9,2.2,153.5,2.1,133.7,2.0
582,581.5,140,2.2,153.5,2.1,133.8,2.0
583,582.5,140.1,2.2,153.6,2.1,133.9,2.0
584,583.5,140.1,2.2,153.7,2.1,134.0,2.0
585,584.5,140.2,2.2,153.8,2.1,134.1,2.0
586,585.5,140.3,2.2,153.9,2.1,134.2,2.0
587,586.5,140.3,2.2,153.9,2.1,134.4,2.0
588,587.5,140.4,2.2,154.0,2.1,134.5,2.0
589,588.5,140.5,2.2,154.1,2.1,134.6,2.0
590,589.5,140.6,2.2,154.1,2.1,134.7,2.0
591,590.5,140.6,2.2,154.2,2.1,134.8,2.0
592,591.5,140.7,2.2,154.2,2.1,135.0,2.0
593,592.5,140.8,2.2,154.3,2.1,135.1,2.0
594,593.5,140.8,2.2,154.3,2.1,135.2,2.0
595,594.5,140.9,2.2,154.4,2.1,135.3,2.0
596,595.5,140.9,2.2,154.4,2.1,135.4,2.0
597,596.5,141,2.2,154.4,2.1,135.5,2.0
598,597.5,141.1,2.2,154.5,2.1,135.6,2.0
599,598.5,141.1,2.2,154.5,2.1,135.7,2.0
600,599.5,141.1,2.2,154.5,2.1,135.8,2.0
601,600.5,141.2,2.2,154.5,2.1,135.9,2.0
602,601.5,141.2,2.2,154.6,2.1,136.0,2.0
603,602.5,141.3,2.2,154.6,2.1,136.1,2.0
604,603.5,141.3,2.2,154.6,2.1,136.2,2.0
605,604.5,141.3,2.1,154.6,2.1,136.3,2.0
606,605.5,141.3,2.1,154.6,2.1,136.3,2.0
607,606.5,141.3,2.1,154.5,2.1,136.4,2.0
608,607.5,141.3,2.1,154.5,2.1,136.4,2.0
609,608.5,141.2,2.1,154.4,2.1,136.4,2.0
610,609.5,141.2,2.1,154.3,2.1,136.4,2.0
611,610.5,141.1,2.1,154.2,2.1,136.4,2.0
612,611.5,141.1,2.1,154.2,2.1,136.4,2.0
613,612.5,141,2.1,154.1,2.1,136.4,2.0
614,613.5,141,2.1,154.0,2.1,136.4,2.0
615,614.5,140.9,2.1,153.9,2.1,136.4,2.0
616,615.5,140.9,2.1,153.8,2.1,136.4,2.0
617,616.5,140.8,2.1,153.7,2.1,136.4,2.0
618,617.5,140.7,2.1,153.6,2.1,136.4,2.0
619,618.5,140.7,2.1,153.5,2.1,136.4,2.0
620,619.5,140.6,2.1,153.4,2.1,136.4,2.0
621,620.5,140.5,2.1,153.3,2.1,136.4,2.0
622,621.5,140.4,2.1,153.2,2.0,136.4,2.0
623,622.5,140.4,2.1,153.1,2.0,136.3,2.0
624,623.5,140.3,2.1,153.0,2.0,136.3,2.0
625,624.5,140.2,2.1,152.9,2.0,136.3,2.0
626,625.5,140.1,2.1,152.8,2.0,136.3,1.9
627,626.5,140,2.1,152.7,2.0,136.2,1.9
628,627.5,139.9,2.1,152.5,2.0,136.2,1.9
629,628.5,139.7,2.1,152.4,2.0,136.0,1.9
630,629.5,139.6,2.1,152.2,2.0,135.9,1.9
631,630.5,139.4,2.1,152.0,2.0,135.8,1.9
632,631.5,139.2,2.1,151.9,2.0,135.6,1.9
633,632.5,139.1,2.1,151.7,2.0,135.5,1.9
634,633.5,138.9,2.1,151.5,2.0,135.4,1.9
635,634.5,138.7,2.1,151.4,2.0,135.2,1.9
636,635.5,138.6,2.1,151.2,2.0,135.1,1.9
637,636.5,138.4,2.1,151.1,2.0,134.9,1.9
638,637.5,138.2,2.1,150.9,2.0,134.8,1.9
639,638.5,138.1,2.1,150.7,2.0,134.7,1.9
640,639.5,137.9,2.1,150.6,2.0,134.5,1.9
641,640.5,137.7,2.1,150.4,2.0,134.4,1.9
642,641.5,137.6,2.1,150.2,2.0,134.3,1.9
643,642.5,137.4,2.1,150.1,2.0,134.1,1.9
644,643.5,137.2,2.1,149.9,2.0,134.0,1.9
645,644.5,137.1,2.1,149.7,2.0,133.8,1.9
646,645.5,136.9,2.1,149.5,2.0,133.7,1.9
647,646.5,136.7,2.1,149.4,2.0,133.6,1.9
648,647.5,136.6,2.1,149.2,2.0,133.4,1.9
649,648.5,136.4,2.1,149.0,2.0,133.3,1.9
650,649.5,136.2,2.1,148.9,2.0,133.1,1.9
651,650.5,136.1,2.1,148.7,2.0,133.0,1.9
652,651.5,135.9,2.1,148.5,2.0,132.8,1.9
653,652.5,135.7,2.1,148.3,2.0,132.7,1.9
654,653.5,135.6,2.1,148.1,2.0,132.6,1.9
655,654.5,135.4,2.1,148.0,2.0,132.4,1.9
656,655.5,135.2,2.1,147.8,2.0,132.3,1.9
657,656.5,135,2.1,147.6,2.0,132.1,1.9
658,657.5,134.9,2.1,147.4,2.0,132.0,1.9
659,658.5,134.7,2.1,147.2,2.0,131.8,1.9
660,659.5,134.5,2.1,147.1,2.0,131.7,1.9
661,660.5,134.4,2.1,146.9,2.0,131.5,1.9
662,661.5,134.2,2.1,146.7,2.0,131.4,1.9
663,662.5,134,2.1,146.5,2.0,131.2,1.9
664,663.5,133.9,2.1,146.3,2.0,131.1,1.9
665,664.5,133.7,2.1,146.2,2.0,130.9,1.9
666,665.5,133.6,2.1,146.1,2.0,130.9,1.9
667,666.5,133.6,2.1,146.1,2.0,130.8,1.9
668,667.5,133.6,2.1,146.0,2.0,130.8,1.9
669,668.5,133.5,2.1,146.0,2.0,130.8,1.9
670,669.5,133.5,2.1,146.0,2.0,130.8,1.9
671,670.5,133.5,2.1,146.0,2.0,130.8,1.9
672,671.5,133.5,2.1,146.0,2.0,130.8,1.9
673,672.5,133.5,2.1,146.0,2.0,130.8,1.9
674,673.5,133.5,2.1,146.0,2.0,130.8,1.9
675,674.5,133.5,2.1,146.0,2.0,130.8,1.9
676,675.5,133.5,2.1,146.1,2.0,130.8,1.9
677,676.5,133.5,2.1,146.1,2.0,130.8,1.9
678,677.5,133.5,2.1,146.1,2.0,130.8,1.9
679,678.5,133.5,2.1,146.1,2.0,130.8,1.9
680,679.5,133.5,2.1,146.1,2.0,130.8,1.9
681,680.5,133.4,2.1,146.1,2.0,130.8,1.9
682,681.5,133.4,2.1,146.0,2.0,130.8,1.9
683,682.5,133.4,2.1,146.0,2.0,130.8,1.9
684,683.5,133.4,2.1,146.0,2.0,130.7,1.9
685,684.5,133.4,2.1,146.0,2.0,130.7,1.9
686,685.5,133.3,2.1,146.0,2.0,130.7,1.9
687,686.5,133.3,2.1,146.0,2.0,130.7,1.9
688,687.5,133.3,2.1,146.0,2.0,130.7,1.9
689,688.5,133.3,2.1,146.0,2.0,130.7,1.9
690,689.5,133.2,2.1,145.9,2.0,130.6,1.9
691,690.5,133.2,2.1,145.9,2.0,130.6,1.9
692,691.5,133.2,2.1,145.9,2.0,130.6,1.9
693,692.5,133.1,2.1,145.9,2.0,130.6,1.9
694,693.5,133.1,2.1,145.8,2.0,130.6,1.9
695,694.5,133.1,2.1,145.8,2.0,130.5,1.9
696,695.5,133,2.1,145.8,2.0,130.5,1.9
697,696.5,133,2.1,145.7,2.0,130.5,1.9
698,697.5,132.9,2.1,145.7,2.0,130.4,1.9
699,698.5,132.9,2.1,145.7,2.0,130.4,1.9
700,699.5,132.9,2.1,145.6,2.0,130.4,1.9
701,700.5,132.8,2.1,145.6,2.0,130.3,1.9
702,701.5,132.8,2.1,145.5,2.0,130.3,1.9
703,702.5,132.7,2.1,145.5,2.0,130.3,1.9
704,703.5,132.7,2.1,145.4,2.0,130.2,1.9
705,704.5,132.6,2.1,145.4,2.0,130.2,1.9
706,705.5,132.6,2.1,145.5,2.0,130.2,1.9
707,706.5,132.6,2.1,145.5,2.0,130.1,1.9
708,707.5,132.6,2.2,145.5,2.0,130.1,1.9
709,708.5,132.6,2.2,145.6,2.0,130.1,1.9
710,709.5,132.6,2.2,145.6,2.0,130.1,1.9
711,710.5,132.6,2.2,145.6,2.0,130.0,1.9
712,711.5,132.6,2.2,145.7,2.0,130.0,1.9
713,712.5,132.6,2.2,145.7,2.0,130.0,1.9
714,713.5,132.5,2.2,145.7,2.0,129.9,1.8
715,714.5,132.5,2.2,145.6,2.0,129.8,1.8
716,715.5,132.4,2.2,145.6,2.0,129.7,1.8
717,716.5,132.3,2.2,145.5,2.0,129.6,1.8
718,717.5,132.2,2.2,145.4,2.0,129.5,1.8
719,718.5,132.2,2.2,145.4,2.0,129.4,1.8
720,719.5,132.1,2.2,145.3,2.0,129.3,1.8
721,720.5,132,2.2,145.3,2.0,129.2,1.8
722,721.5,132,2.2,145.2,2.0,129.1,1.8
723,722.5,131.9,2.2,145.2,2.0,129.0,1.8
724,723.5,131.8,2.2,145.1,2.0,128.8,1.8
725,724.5,131.8,2.2,145.1,2.0,128.7,1.8
726,725.5,131.7,2.2,145.0,2.0,128.6,1.8
727,726.5,131.6,2.2,145.0,2.0,128.5,1.8
728,727.5,131.6,2.2,144.9,2.0,128.4,1.8
729,728.5,131.5,2.2,144.9,2.0,128.3,1.8
730,729.5,131.4,2.2,144.8,2.0,128.2,1.8
731,730.5,131.4,2.2,144.8,2.0,128.1,1.8
732,731.5,131.3,2.2,144.7,2.0,128.0,1.8
733,732.5,131.3,2.2,144.7,2.0,127.9,1.8
734,733.5,131.2,2.2,144.6,2.0,127.8,1.8
735,734.5,131.1,2.2,144.6,2.0,127.7,1.8
736,735.5,131.1,2.2,144.5,2.0,127.6,1.8
737,736.5,131,2.2,144.5,2.0,127.6,1.8
738,737.5,131,2.2,144.4,2.0,127.5,1.8
739,738.5,130.9,2.2,144.4,2.0,127.4,1.8
740,739.5,130.9,2.2,144.3,2.0,127.3,1.8
741,740.5,130.8,2.3,144.3,2.0,127.2,1.8
742,741.5,130.6,2.2,144.1,2.0,127.0,1.8
743,742.5,130.4,2.2,143.9,2.0,126.7,1.8
744,743.5,130.2,2.2,143.7,2.0,126.5,1.8
745,744.5,130,2.2,143.5,2.0,126.3,1.8
746,745.5,129.8,2.2,143.3,2.0,126.1,1.8
747,746.5,129.7,2.2,143.2,2.0,125.9,1.8
748,747.5,129.6,2.2,143.2,2.0,125.8,1.8
749,748.5,129.5,2.2,143.1,2.0,125.7,1.8
750,749.5,129.3,2.2,143.0,2.0,125.5,1.8
751,750.5,129.2,2.2,142.9,2.0,125.4,1.8
752,751.5,129.1,2.2,142.8,2.0,125.3,1.8
753,752.5,129,2.2,142.8,2.0,125.2,1.8
754,753.5,128.9,2.2,142.7,2.0,125.1,1.8
755,754.5,128.8,2.2,142.6,2.0,124.9,1.8
756,755.5,128.7,2.2,142.5,2.0,124.8,1.8
757,756.5,128.6,2.2,142.4,2.0,124.7,1.8
758,757.5,128.5,2.2,142.4,2.0,124.6,1.8
759,758.5,128.4,2.2,142.3,2.0,124.5,1.8
760,759.5,128.3,2.2,142.2,2.0,124.3,1.8
761,760.5,128.2,2.2,142.2,2.0,124.2,1.8
762,761.5,128.1,2.2,142.1,2.0,124.1,1.8
763,762.5,128,2.2,142.1,2.0,124.0,1.8
764,763.5,127.9,2.2,142.0,2.0,123.9,1.8
765,764.5,127.8,2.2,141.9,2.0,123.8,1.8
766,765.5,127.8,2.2,141.9,2.0,123.7,1.8
767,766.5,127.7,2.2,141.9,2.0,123.6,1.8
768,767.5,127.6,2.2,141.8,2.0,123.6,1.8
769,768.5,127.6,2.1,141.8,2.0,123.5,1.8
770,769.5,127.5,2.1,141.8,2.0,123.5,1.8
771,770.5,127.5,2.1,141.7,2.0,123.4,1.8
772,771.5,127.4,2.1,141.7,2.0,123.4,1.8
773,772.5,127.3,2.1,141.7,2.0,123.3,1.8
774,773.5,127.3,2.1,141.6,2.0,123.2,1.8
775,774.5,127.2,2.1,141.6,2.0,123.2,1.8
776,775.5,127.2,2.1,141.6,2.0,123.2,1.8
777,776.5,127.1,2.1,141.5,2.0,123.1,1.8
778,777.5,127,2.1,141.5,2.0,123.1,1.8
779,778.5,127,2.1,141.5,2.0,123.0,1.8
780,779.5,126.9,2.1,141.3,2.0,122.9,1.8
781,780.5,126.6,2.1,141.1,2.0,122.8,1.8
782,781.5,126.4,2.1,140.8,2.0,122.6,1.8
783,782.5,126.1,2.1,140.5,2.0,122.5,1.8
784,783.5,125.9,2.1,140.3,2.0,122.3,1.8
785,784.5,125.6,2.1,140.0,2.0,122.2,1.8
786,785.5,125.4,2.1,139.7,2.0,122.0,1.8
787,786.5,125.1,2.1,139.4,2.0,121.8,1.8
788,787.5,124.9,2.1,139.2,2.0,121.7,1.8
789,788.5,124.7,2.1,138.9,2.0,121.5,1.8
790,789.5,124.4,2.1,138.6,2.0,121.4,1.8
791,790.5,124.2,2.1,138.4,2.0,121.2,1.8
792,791.5,123.9,2.1,138.1,2.0,121.1,1.8
793,792.5,123.7,2.1,137.9,2.0,120.9,1.8
794,793.5,123.5,2.1,137.6,2.0,120.8,1.8
795,794.5,123.2,2.1,137.4,2.0,120.6,1.8
796,795.5,123,2.1,137.1,2.0,120.5,1.8
797,796.5,122.8,2.1,136.9,2.0,120.4,1.8
798,797.5,122.6,2.1,136.6,2.0,120.2,1.8
799,798.5,122.3,2.1,136.4,2.0,120.1,1.8
800,799.5,122.1,2.1,136.1,2.0,119.9,1.8
801,800.5,121.9,2.1,135.9,2.0,119.8,1.8
802,801.5,121.7,2.1,135.6,2.0,119.7,1.8
803,802.5,121.4,2.1,135.4,2.0,119.5,1.8
804,803.5,121.2,2.1,135.1,1.9,119.4,1.8
805,804.5,121,2.1,134.9,1.9,119.2,1.8
806,805.5,120.8,2.1,134.6,1.9,119.1,1.8
807,806.5,120.5,2.1,134.4,1.9,119.0,1.8
808,807.5,120.3,2.1,134.1,1.9,118.8,1.8
809,808.5,120.1,2.1,133.9,1.9,118.7,1.8
810,809.5,119.9,2.1,133.7,1.9,118.5,1.8
811,810.5,119.7,2.1,133.4,1.9,118.4,1.8
812,811.5,119.4,2.1,133.2,1.9,118.3,1.8
813,812.5,119.2,2.1,132.9,1.9,118.1,1.8
814,813.5,119,2.1,132.7,1.9,118.0,1.8
815,814.5,118.8,2.1,132.4,1.9,117.8,1.8
816,815.5,118.6,2.1,132.2,1.9,117.7,1.8
817,816.5,118.3,2.1,132.0,1.9,117.6,1.8
818,817.5,118.1,2.1,131.7,1.9,117.4,1.8
819,818.5,117.9,2.1,131.5,1.9,117.3,1.8
820,819.5,117.8,2.1,131.4,1.9,117.2,1.8
821,820.5,117.6,2.1,131.2,1.9,117.1,1.8
822,821.5,117.4,2.1,131.0,1.9,117.0,1.8
823,822.5,117.3,2.1,130.9,1.9,116.9,1.8
824,823.5,117.1,2,130.7,1.9,116.8,1.8
825,824.5,116.9,2,130.5,1.9,116.7,1.8
826,825.5,116.7,2,130.4,1.9,116.6,1.8
827,826.5,116.6,2,130.2,1.9,116.4,1.8
828,827.5,116.4,2,130.0,1.9,116.3,1.8
829,828.5,116.2,2,129.8,1.9,116.2,1.8
830,829.5,116,2,129.7,1.9,116.1,1.8
831,830.5,115.8,2,129.5,1.9,115.9,1.8
832,831.5,115.6,2,129.3,1.9,115.8,1.8
833,832.5,115.4,2,129.1,1.9,115.7,1.8
834,833.5,115.2,2,128.9,1.9,115.5,1.8
835,834.5,115,2,128.7,1.9,115.4,1.8
836,835.5,114.8,2,128.5,1.9,115.3,1.8
837,836.5,114.6,2,128.3,1.9,115.1,1.8
838,837.5,114.4,2,128.1,1.9,115.0,1.7
838,838,114.4,2,128.1,1.9,115.0,1.7
