distance.km,plot.dist.mean,elevation.rema
299.5,299.6,2843
299.7,299.85,2843
300,300.1,2843
300.2,300.3,2844
300.4,300.5,2844
300.6,300.7,2844
300.8,300.95,2844
301.1,301.2,2844
301.3,301.4,2845
301.5,301.6,2845
301.7,301.8,2846
301.9,302.05,2846
302.2,302.3,2846
302.4,302.5,2847
302.6,302.7,2847
302.8,302.9,2847
303,303.15,2848
303.3,303.4,2848
303.5,303.6,2849
303.7,303.8,2848
303.9,304,2848
304.1,304.25,2848
304.4,304.5,2848
304.6,304.7,2847
304.8,304.9,2847
305,305.1,2846
305.2,305.35,2846
305.5,305.6,2845
305.7,305.8,2845
305.9,306,2845
306.1,306.2,2844
306.3,306.45,2844
306.6,306.7,2844
306.8,306.9,2844
307,307.1,2843
307.2,307.3,2843
307.4,307.55,2843
307.7,307.8,2843
307.9,308,2844
308.1,308.2,2843
308.3,308.4,2843
308.5,308.65,2843
308.8,308.9,2844
309,309.1,2844
309.2,309.3,2844
309.4,309.5,2844
309.6,309.75,2844
309.9,310,2845
310.1,310.2,2845
310.3,310.4,2845
310.5,310.6,2845
310.7,310.8,2845
310.9,311.05,2845
311.2,311.3,2845
311.4,311.5,2844
311.6,311.7,2844
311.8,311.95,2843
312.1,312.2,2842
312.3,312.4,2841
312.5,312.6,2841
312.7,312.85,2839
313,313.1,2838
313.2,313.3,2837
313.4,313.55,2836
313.7,313.8,2835
313.9,314,2834
314.1,314.2,2833
314.3,314.45,2832
314.6,314.7,2832
314.8,314.9,2831
315,315.15,2831
315.3,315.4,2830
315.5,315.6,2830
315.7,315.85,2830
316,316.1,2830
316.2,316.3,2830
316.4,316.5,2830
316.6,316.75,2830
316.9,317,2830
317.1,317.2,2830
317.3,317.45,2830
317.6,317.7,2830
317.8,317.9,2830
318,318.1,2830
318.2,318.35,2830
318.5,318.6,2830
318.7,318.8,2830
318.9,319.05,2830
319.2,319.3,2830
319.4,319.5,2830
319.6,319.7,2830
319.8,319.95,2830
320.1,320.2,2830
320.3,320.4,2830
320.5,320.65,2830
320.8,320.9,2830
321,321.1,2830
321.2,321.3,2830
321.4,321.55,2830
321.7,321.8,2829
321.9,322,2829
322.1,322.25,2829
322.4,322.5,2829
322.6,322.7,2829
322.8,322.95,2829
323.1,323.2,2828
323.3,323.4,2828
323.5,323.6,2828
323.7,323.85,2828
324,324.1,2827
324.2,324.3,2827
324.4,324.55,2826
324.7,324.8,2826
324.9,325,2826
325.1,325.2,2825
325.3,325.45,2825
325.6,325.7,2824
325.8,325.9,2824
326,326.15,2824
326.3,326.4,2824
326.5,326.6,2824
326.7,326.8,2824
326.9,327.05,2824
327.2,327.3,2824
327.4,327.5,2825
327.6,327.75,2825
327.9,328,2825
328.1,328.2,2826
328.3,328.4,2826
328.5,328.65,2827
328.8,328.9,2827
329,329.1,2828
329.2,329.35,2828
329.5,329.6,2829
329.7,329.8,2830
329.9,330,2829
330.1,330.2,2831
330.3,330.4,2830
330.5,330.6,2830
330.7,330.85,2831
331,331.1,2830
331.2,331.3,2831
331.4,331.5,2830
331.6,331.7,2831
331.8,331.9,2830
332,332.15,2830
332.3,332.4,2830
332.5,332.6,2830
332.7,332.8,2829
332.9,333,2829
333.1,333.2,2829
333.3,333.45,2829
333.6,333.7,2829
333.8,333.9,2829
334,334.1,2830
334.2,334.3,2830
334.4,334.5,2830
334.6,334.75,2830
334.9,335,2831
335.1,335.2,2831
335.3,335.4,2831
335.5,335.6,2831
335.7,335.8,2831
335.9,336,2831
336.1,336.25,2830
336.4,336.5,2830
336.6,336.7,2830
336.8,336.9,2830
337,337.1,2829
337.2,337.3,2828
337.4,337.55,2828
337.7,337.8,2827
337.9,338,2827
338.1,338.2,2826
338.3,338.4,2826
338.5,338.6,2825
338.7,338.85,2824
339,339.1,2824
339.2,339.3,2823
339.4,339.5,2823
339.6,339.7,2823
339.8,339.9,2823
340,340.1,2822
340.2,340.35,2822
340.5,340.6,2822
340.7,340.8,2822
340.9,341,2822
341.1,341.2,2822
341.3,341.4,2822
341.5,341.65,2822
341.8,341.9,2823
342,342.1,2823
342.2,342.3,2823
342.4,342.5,2823
342.6,342.7,2823
342.8,342.95,2824
343.1,343.2,2824
343.3,343.4,2825
343.5,343.6,2825
343.7,343.8,2825
343.9,344,2825
344.1,344.25,2826
344.4,344.5,2826
344.6,344.7,2826
344.8,344.9,2826
345,345.1,2826
345.2,345.3,2826
345.4,345.5,2826
345.6,345.75,2826
345.9,346,2827
346.1,346.2,2826
346.3,346.4,2827
346.5,346.6,2827
346.7,346.8,2827
346.9,347.05,2827
347.2,347.3,2827
347.4,347.5,2827
347.6,347.7,2826
347.8,347.9,2826
348,348.1,2826
348.2,348.35,2825
348.5,348.6,2824
348.7,348.8,2823
348.9,349,2823
349.1,349.2,2823
349.3,349.4,2821
349.5,349.65,2821
349.8,349.9,2819
350,350.1,2819
350.2,350.3,2819
350.4,350.5,2818
350.6,350.7,2818
350.8,350.9,2817
351,351.15,2817
351.3,351.4,2818
351.5,351.6,2817
351.7,351.8,2817
351.9,352,2818
352.1,352.2,2818
352.3,352.45,2818
352.6,352.7,2818
352.8,352.9,2819
353,353.1,2819
353.2,353.3,2820
353.4,353.5,2820
353.6,353.75,2820
353.9,354,2820
354.1,354.2,2820
354.3,354.4,2820
354.5,354.6,2820
354.7,354.8,2819
354.9,355.05,2819
355.2,355.3,2818
355.4,355.5,2818
355.6,355.7,2817
355.8,355.9,2816
356,356.1,2816
356.2,356.3,2815
356.4,356.55,2815
356.7,356.8,2814
356.9,357,2813
357.1,357.2,2813
357.3,357.4,2813
357.5,357.6,2812
357.7,357.85,2812
358,358.1,2812
358.2,358.3,2812
358.4,358.5,2812
358.6,358.7,2812
358.8,358.9,2811
359,359.15,2812
359.3,359.4,2812
359.5,359.6,2812
359.7,359.8,2812
359.9,360,2812
360.1,360.2,2812
360.3,360.45,2812
360.6,360.7,2812
360.8,360.9,2811
361,361.1,2811
361.2,361.3,2811
361.4,361.5,2810
361.6,361.7,2810
361.8,361.95,2810
362.1,362.2,2809
362.3,362.4,2809
362.5,362.6,2808
362.7,362.8,2808
362.9,363,2808
363.1,363.25,2806
363.4,363.5,2806
363.6,363.7,2804
363.8,363.9,2804
364,364.1,2803
364.2,364.35,2802
364.5,364.6,2802
364.7,364.8,2801
364.9,365,2801
365.1,365.25,2801
365.4,365.5,2800
365.6,365.7,2800
365.8,365.9,2800
366,366.15,2800
366.3,366.4,2800
366.5,366.6,2800
366.7,366.8,2800
366.9,367,2800
367.1,367.25,2800
367.4,367.5,2800
367.6,367.7,2801
367.8,367.9,2801
368,368.15,2801
368.3,368.4,2802
368.5,368.6,2802
368.7,368.8,2802
368.9,369,2803
369.1,369.25,2803
369.4,369.5,2804
369.6,369.7,2804
369.8,369.9,2804
370,370.15,2804
370.3,370.4,2805
370.5,370.6,2805
370.7,370.8,2805
370.9,371,2805
371.1,371.25,2805
371.4,371.5,2805
371.6,371.7,2805
371.8,371.9,2805
372,372.15,2805
372.3,372.4,2805
372.5,372.6,2805
372.7,372.8,2805
372.9,373,2805
373.1,373.25,2805
373.4,373.5,2805
373.6,373.7,2805
373.8,373.9,2804
374,374.15,2804
374.3,374.4,2804
374.5,374.6,2804
374.7,374.8,2804
374.9,375.05,2804
375.2,375.3,2803
375.4,375.5,2803
375.6,375.7,2803
375.8,375.9,2803
376,376.15,2802
376.3,376.4,2802
376.5,376.6,2802
376.7,376.8,2802
376.9,377.05,2801
377.2,377.3,2801
377.4,377.5,2801
377.6,377.7,2800
377.8,377.9,2800
378,378.15,2800
378.3,378.4,2800
378.5,378.6,2800
378.7,378.8,2799
378.9,379.05,2799
379.2,379.3,2799
379.4,379.5,2799
379.6,379.7,2799
379.8,379.9,2799
380,380.15,2799
380.3,380.4,2799
380.5,380.6,2800
380.7,380.8,2800
380.9,381.05,2800
381.2,381.3,2800
381.4,381.5,2801
381.6,381.7,2800
381.8,381.9,2801
382,382.15,2801
382.3,382.4,2802
382.5,382.6,2802
382.7,382.8,2802
382.9,383.05,2802
383.2,383.3,2802
383.4,383.5,2803
383.6,383.7,2803
383.8,383.95,2803
384.1,384.2,2803
384.3,384.4,2803
384.5,384.6,2804
384.7,384.8,2804
384.9,385.05,2804
385.2,385.3,2804
385.4,385.5,2804
385.6,385.7,2804
385.8,385.95,2804
386.1,386.2,2804
386.3,386.4,2803
386.5,386.6,2803
386.7,386.8,2802
386.9,387.05,2801
387.2,387.3,2800
387.4,387.5,2799
387.6,387.7,2798
387.8,387.95,2797
388.1,388.2,2796
388.3,388.4,2794
388.5,388.6,2794
388.7,388.8,2792
388.9,389.05,2792
389.2,389.3,2791
389.4,389.5,2791
389.6,389.7,2790
389.8,389.95,2790
390.1,390.2,2789
390.3,390.4,2789
390.5,390.6,2788
390.7,390.8,2788
390.9,391.05,2789
391.2,391.3,2788
391.4,391.5,2788
391.6,391.7,2788
391.8,391.95,2789
392.1,392.2,2788
392.3,392.4,2789
392.5,392.6,2788
392.7,392.85,2789
393,393.1,2789
393.2,393.3,2789
393.4,393.5,2789
393.6,393.7,2790
393.8,393.95,2790
394.1,394.2,2790
394.3,394.4,2790
394.5,394.6,2790
394.7,394.85,2790
395,395.1,2790
395.2,395.3,2790
395.4,395.5,2790
395.6,395.7,2790
395.8,395.95,2790
396.1,396.2,2789
396.3,396.4,2789
396.5,396.6,2789
396.7,396.85,2788
397,397.1,2788
397.2,397.3,2787
397.4,397.5,2787
397.6,397.7,2787
397.8,397.95,2786
398.1,398.2,2786
398.3,398.4,2786
398.5,398.6,2786
398.7,398.85,2785
399,399.1,2785
399.2,399.3,2785
399.4,399.5,2785
399.6,399.7,2785
399.8,399.95,2785
400.1,400.2,2785
400.3,400.4,2785
400.5,400.6,2785
400.7,400.85,2785
401,401.1,2785
401.2,401.3,2784
401.4,401.5,2785
401.6,401.75,2784
401.9,402,2784
402.1,402.2,2784
402.3,402.4,2784
402.5,402.6,2783
402.7,402.85,2784
403,403.1,2783
403.2,403.3,2783
403.4,403.5,2782
403.6,403.75,2782
403.9,404,2781
404.1,404.2,2781
404.3,404.4,2781
404.5,404.6,2781
404.7,404.85,2781
405,405.1,2781
405.2,405.3,2781
405.4,405.5,2781
405.6,405.75,2780
405.9,406,2780
406.1,406.2,2780
406.3,406.4,2780
406.5,406.6,2780
406.7,406.85,2779
407,407.1,2779
407.2,407.3,2778
407.4,407.5,2777
407.6,407.75,2776
407.9,408,2775
408.1,408.2,2774
408.3,408.4,2773
408.5,408.6,2772
408.7,408.85,2770
409,409.1,2768
409.2,409.3,2768
409.4,409.5,2766
409.6,409.75,2765
409.9,410,2763
410.1,410.2,2762
410.3,410.4,2760
410.5,410.65,2760
410.8,410.9,2758
411,411.1,2758
411.2,411.3,2757
411.4,411.5,2756
411.6,411.75,2755
411.9,412,2755
412.1,412.2,2754
412.3,412.4,2754
412.5,412.65,2754
412.8,412.9,2753
413,413.1,2753
413.2,413.3,2753
413.4,413.5,2753
413.6,413.75,2753
413.9,414,2753
414.1,414.2,2752
414.3,414.4,2752
414.5,414.65,2753
414.8,414.9,2752
415,415.1,2753
415.2,415.3,2752
415.4,415.5,2753
415.6,415.75,2753
415.9,416,2753
416.1,416.2,2753
416.3,416.4,2753
416.5,416.65,2753
416.8,416.9,2753
417,417.1,2753
417.2,417.3,2754
417.4,417.5,2754
417.6,417.75,2755
417.9,418,2755
418.1,418.2,2755
418.3,418.4,2756
418.5,418.65,2756
418.8,418.9,2757
419,419.1,2757
419.2,419.35,2758
419.5,419.6,2758
419.7,419.8,2759
419.9,420,2760
420.1,420.25,2761
420.4,420.5,2761
420.6,420.7,2762
420.8,420.95,2762
421.1,421.2,2763
421.3,421.4,2764
421.5,421.6,2764
421.7,421.85,2765
422,422.1,2765
422.2,422.3,2766
422.4,422.55,2766
422.7,422.8,2767
422.9,423,2767
423.1,423.2,2767
423.3,423.45,2767
423.6,423.7,2767
423.8,423.9,2767
424,424.1,2767
424.2,424.35,2767
424.5,424.6,2767
424.7,424.8,2767
424.9,425.05,2767
425.2,425.3,2767
425.4,425.5,2767
425.6,425.7,2767
425.8,425.95,2766
426.1,426.2,2767
426.3,426.4,2766
426.5,426.65,2766
426.8,426.9,2766
427,427.1,2766
427.2,427.3,2765
427.4,427.55,2765
427.7,427.8,2764
427.9,428,2764
428.1,428.25,2764
428.4,428.5,2763
428.6,428.7,2762
428.8,428.9,2762
429,429.15,2761
429.3,429.4,2760
429.5,429.6,2759
429.7,429.8,2759
429.9,430.05,2758
430.2,430.3,2757
430.4,430.5,2756
430.6,430.75,2756
430.9,431,2755
431.1,431.2,2754
431.3,431.4,2754
431.5,431.65,2754
431.8,431.9,2753
432,432.1,2753
432.2,432.35,2753
432.5,432.6,2752
432.7,432.8,2752
432.9,433,2752
433.1,433.25,2752
433.4,433.5,2751
433.6,433.7,2751
433.8,433.95,2750
434.1,434.2,2750
434.3,434.4,2749
434.5,434.6,2749
434.7,434.85,2748
435,435.1,2748
435.2,435.3,2748
435.4,435.5,2748
435.6,435.75,2748
435.9,436,2748
436.1,436.2,2748
436.3,436.45,2748
436.6,436.7,2749
436.8,436.9,2749
437,437.1,2749
437.2,437.35,2749
437.5,437.6,2750
437.7,437.8,2750
437.9,438.05,2751
438.2,438.3,2751
438.4,438.5,2751
438.6,438.7,2751
438.8,438.95,2752
439.1,439.2,2752
439.3,439.4,2752
439.5,439.65,2752
439.8,439.9,2752
440,440.1,2752
440.2,440.3,2751
440.4,440.55,2751
440.7,440.8,2751
440.9,441,2750
441.1,441.2,2750
441.3,441.45,2749
441.6,441.7,2749
441.8,441.9,2748
442,442.15,2747
442.3,442.4,2747
442.5,442.6,2747
442.7,442.8,2747
442.9,443.05,2746
443.2,443.3,2746
443.4,443.5,2746
443.6,443.75,2746
443.9,444,2746
444.1,444.2,2746
444.3,444.4,2746
444.5,444.65,2746
444.8,444.9,2745
445,445.1,2745
445.2,445.35,2745
445.5,445.6,2745
445.7,445.8,2745
445.9,446,2744
446.1,446.25,2744
446.4,446.5,2744
446.6,446.7,2744
446.8,446.9,2744
447,447.15,2745
447.3,447.4,2745
447.5,447.6,2745
447.7,447.85,2745
448,448.1,2746
448.2,448.3,2746
448.4,448.5,2747
448.6,448.75,2747
448.9,449,2748
449.1,449.2,2748
449.3,449.45,2749
449.6,449.7,2749
449.8,449.9,2749
450,450.1,2749
450.2,450.35,2749
450.5,450.6,2749
450.7,450.8,2749
450.9,451.05,2748
451.2,451.3,2748
451.4,451.5,2748
451.6,451.7,2747
451.8,451.95,2747
452.1,452.2,2746
452.3,452.4,2746
452.5,452.6,2745
452.7,452.85,2745
453,453.1,2744
453.2,453.3,2744
453.4,453.55,2744
453.7,453.8,2744
453.9,454,2743
454.1,454.2,2743
454.3,454.45,2743
454.6,454.7,2743
454.8,454.9,2743
455,455.15,2743
455.3,455.4,2742
455.5,455.6,2742
455.7,455.8,2742
455.9,456.05,2742
456.2,456.3,2742
456.4,456.5,2742
456.6,456.75,2742
456.9,457,2741
457.1,457.2,2741
457.3,457.4,2741
457.5,457.65,2741
457.8,457.9,2741
458,458.1,2741
458.2,458.3,2740
458.4,458.55,2740
458.7,458.8,2740
458.9,459,2739
459.1,459.25,2740
459.4,459.5,2739
459.6,459.7,2739
459.8,459.9,2739
460,460.15,2739
460.3,460.4,2738
460.5,460.6,2738
460.7,460.85,2738
461,461.1,2738
461.2,461.3,2738
461.4,461.5,2737
461.6,461.75,2737
461.9,462,2737
462.1,462.2,2737
462.3,462.45,2737
462.6,462.7,2736
462.8,462.9,2736
463,463.1,2736
463.2,463.35,2735
463.5,463.6,2735
463.7,463.8,2735
463.9,464,2734
464.1,464.25,2734
464.4,464.5,2733
464.6,464.7,2733
464.8,464.95,2732
465.1,465.2,2732
465.3,465.4,2731
465.5,465.6,2731
465.7,465.85,2730
466,466.1,2729
466.2,466.3,2728
466.4,466.55,2728
466.7,466.8,2727
466.9,467,2727
467.1,467.2,2726
467.3,467.45,2725
467.6,467.7,2726
467.8,467.9,2725
468,468.15,2725
468.3,468.4,2725
468.5,468.6,2725
468.7,468.8,2725
468.9,469.05,2725
469.2,469.3,2725
469.4,469.5,2726
469.6,469.7,2726
469.8,469.95,2726
470.1,470.2,2726
470.3,470.4,2725
470.5,470.65,2726
470.8,470.9,2725
471,471.1,2725
471.2,471.3,2725
471.4,471.55,2725
471.7,471.8,2724
471.9,472,2724
472.1,472.25,2723
472.4,472.5,2722
472.6,472.7,2722
472.8,472.9,2721
473,473.15,2720
473.3,473.4,2719
473.5,473.6,2719
473.7,473.85,2718
474,474.1,2717
474.2,474.3,2716
474.4,474.5,2716
474.6,474.75,2715
474.9,475,2714
475.1,475.2,2713
475.3,475.45,2712
475.6,475.7,2712
475.8,475.9,2711
476,476.1,2711
476.2,476.35,2710
476.5,476.6,2711
476.7,476.8,2710
476.9,477,2710
477.1,477.25,2709
477.4,477.5,2709
477.6,477.7,2709
477.8,477.95,2709
478.1,478.2,2709
478.3,478.4,2709
478.5,478.6,2709
478.7,478.85,2709
479,479.1,2710
479.2,479.3,2710
479.4,479.55,2710
479.7,479.8,2711
479.9,480,2711
480.1,480.2,2711
480.3,480.45,2712
480.6,480.7,2712
480.8,480.9,2712
481,481.15,2713
481.3,481.4,2713
481.5,481.6,2713
481.7,481.85,2714
482,482.1,2714
482.2,482.35,2714
482.5,482.6,2714
482.7,482.8,2715
482.9,483.05,2715
483.2,483.3,2716
483.4,483.55,2715
483.7,483.8,2716
483.9,484,2716
484.1,484.25,2716
484.4,484.5,2716
484.6,484.75,2716
484.9,485,2715
485.1,485.2,2715
485.3,485.45,2714
485.6,485.7,2713
485.8,485.95,2714
486.1,486.2,2712
486.3,486.4,2711
486.5,486.65,2712
486.8,486.9,2711
487,487.15,2710
487.3,487.4,2710
487.5,487.65,2710
487.8,487.9,2710
488,488.1,2710
488.2,488.35,2710
488.5,488.6,2710
488.7,488.85,2710
489,489.1,2710
489.2,489.3,2710
489.4,489.55,2710
489.7,489.8,2710
489.9,490.05,2711
490.2,490.3,2711
490.4,490.5,2711
490.6,490.75,2712
490.9,491,2712
491.1,491.25,2712
491.4,491.5,2713
491.6,491.7,2713
491.8,491.95,2713
492.1,492.2,2713
492.3,492.45,2713
492.6,492.7,2713
492.8,492.9,2713
493,493.15,2713
493.3,493.4,2712
493.5,493.65,2712
493.8,493.9,2712
494,494.1,2711
494.2,494.35,2711
494.5,494.6,2711
494.7,494.85,2711
495,495.1,2711
495.2,495.3,2710
495.4,495.55,2709
495.7,495.8,2710
495.9,496.05,2709
496.2,496.3,2708
496.4,496.5,2708
496.6,496.75,2708
496.9,497,2707
497.1,497.25,2708
497.4,497.5,2707
497.6,497.7,2707
497.8,497.95,2707
498.1,498.2,2706
498.3,498.45,2706
498.6,498.7,2706
498.8,498.9,2706
499,499.15,2706
499.3,499.4,2706
499.5,499.65,2705
499.8,499.9,2705
500,500.1,2705
500.2,500.35,2705
500.5,500.6,2704
500.7,500.85,2704
501,501.1,2704
501.2,501.3,2703
501.4,501.55,2703
501.7,501.8,2702
501.9,502.05,2701
502.2,502.3,2701
502.4,502.55,2700
502.7,502.8,2700
502.9,503,2700
503.1,503.25,2699
503.4,503.5,2699
503.6,503.75,2699
503.9,504,2698
504.1,504.2,2698
504.3,504.45,2698
504.6,504.7,2698
504.8,504.95,2698
505.1,505.2,2698
505.3,505.4,2698
505.5,505.65,2698
505.8,505.9,2698
506,506.15,2697
506.3,506.4,2697
506.5,506.6,2697
506.7,506.85,2697
507,507.1,2697
507.2,507.35,2697
507.5,507.6,2696
507.7,507.8,2696
507.9,508.05,2696
508.2,508.3,2696
508.4,508.55,2695
508.7,508.8,2696
508.9,509,2695
509.1,509.25,2695
509.4,509.5,2695
509.6,509.75,2695
509.9,510,2695
510.1,510.2,2695
510.3,510.45,2695
510.6,510.7,2695
510.8,510.95,2695
511.1,511.2,2695
511.3,511.4,2695
511.5,511.65,2695
511.8,511.9,2695
512,512.15,2695
512.3,512.4,2695
512.5,512.6,2695
512.7,512.85,2695
513,513.1,2695
513.2,513.35,2694
513.5,513.6,2694
513.7,513.8,2694
513.9,514.05,2693
514.2,514.3,2693
514.4,514.55,2692
514.7,514.8,2691
514.9,515,2691
515.1,515.25,2690
515.4,515.5,2690
515.6,515.75,2690
515.9,516,2689
516.1,516.2,2688
516.3,516.45,2688
516.6,516.7,2687
516.8,516.95,2686
517.1,517.2,2686
517.3,517.4,2686
517.5,517.65,2685
517.8,517.9,2685
518,518.15,2684
518.3,518.4,2683
518.5,518.65,2683
518.8,518.9,2682
519,519.1,2681
519.2,519.35,2681
519.5,519.6,2681
519.7,519.85,2680
520,520.1,2680
520.2,520.3,2679
520.4,520.55,2679
520.7,520.8,2679
520.9,521.05,2678
521.2,521.3,2678
521.4,521.5,2678
521.6,521.75,2678
521.9,522,2678
522.1,522.25,2678
522.4,522.5,2678
522.6,522.7,2678
522.8,522.95,2678
523.1,523.2,2677
523.3,523.45,2677
523.6,523.7,2677
523.8,523.9,2677
524,524.15,2677
524.3,524.4,2677
524.5,524.65,2677
524.8,524.9,2677
525,525.1,2677
525.2,525.35,2677
525.5,525.6,2676
525.7,525.85,2677
526,526.1,2676
526.2,526.3,2676
526.4,526.55,2676
526.7,526.8,2676
526.9,527.05,2676
527.2,527.3,2676
527.4,527.5,2675
527.6,527.75,2675
527.9,528,2675
528.1,528.25,2674
528.4,528.5,2674
528.6,528.7,2673
528.8,528.95,2673
529.1,529.2,2673
529.3,529.45,2673
529.6,529.7,2672
529.8,529.9,2673
530,530.15,2672
530.3,530.4,2672
530.5,530.65,2672
530.8,530.9,2672
531,531.1,2671
531.2,531.35,2672
531.5,531.6,2671
531.7,531.85,2671
532,532.1,2671
532.2,532.3,2671
532.4,532.55,2670
532.7,532.8,2670
532.9,533.05,2670
533.2,533.3,2669
533.4,533.55,2669
533.7,533.8,2669
533.9,534,2668
534.1,534.25,2668
534.4,534.5,2668
534.6,534.75,2667
534.9,535,2667
535.1,535.2,2667
535.3,535.45,2666
535.6,535.7,2666
535.8,535.95,2666
536.1,536.2,2665
536.3,536.4,2666
536.5,536.65,2665
536.8,536.9,2665
537,537.15,2665
537.3,537.4,2665
537.5,537.6,2665
537.7,537.85,2665
538,538.1,2665
538.2,538.35,2665
538.5,538.6,2665
538.7,538.8,2665
538.9,539.05,2665
539.2,539.3,2666
539.4,539.55,2666
539.7,539.8,2665
539.9,540,2665
540.1,540.25,2666
540.4,540.5,2665
540.6,540.75,2666
540.9,541,2666
541.1,541.2,2666
541.3,541.45,2665
541.6,541.7,2666
541.8,541.95,2666
542.1,542.2,2666
542.3,542.4,2666
542.5,542.65,2666
542.8,542.9,2666
543,543.1,2667
543.2,543.35,2667
543.5,543.6,2667
543.7,543.8,2667
543.9,544.05,2668
544.2,544.3,2668
544.4,544.5,2668
544.6,544.75,2668
544.9,545,2668
545.1,545.2,2668
545.3,545.45,2668
545.6,545.7,2668
545.8,545.9,2668
546,546.15,2668
546.3,546.4,2667
546.5,546.6,2667
546.7,546.85,2667
547,547.1,2666
547.2,547.3,2666
547.4,547.55,2666
547.7,547.8,2665
547.9,548,2665
548.1,548.25,2664
548.4,548.5,2664
548.6,548.7,2664
548.8,548.95,2663
549.1,549.2,2663
549.3,549.4,2662
549.5,549.65,2662
549.8,549.9,2662
550,550.1,2661
550.2,550.35,2662
550.5,550.6,2661
550.7,550.8,2661
550.9,551.05,2661
551.2,551.3,2661
551.4,551.5,2661
551.6,551.75,2661
551.9,552,2661
552.1,552.2,2661
552.3,552.4,2661
552.5,552.65,2661
552.8,552.9,2660
553,553.1,2661
553.2,553.35,2661
553.5,553.6,2660
553.7,553.8,2661
553.9,554.05,2661
554.2,554.3,2661
554.4,554.5,2661
554.6,554.75,2661
554.9,555,2661
555.1,555.2,2660
555.3,555.45,2660
555.6,555.7,2661
555.8,555.9,2660
556,556.15,2660
556.3,556.4,2660
556.5,556.6,2660
556.7,556.85,2659
557,557.1,2660
557.2,557.3,2659
557.4,557.55,2659
557.7,557.8,2659
557.9,558,2658
558.1,558.25,2658
558.4,558.5,2657
558.6,558.7,2657
558.8,558.95,2657
559.1,559.2,2657
559.3,559.4,2656
559.5,559.65,2655
559.8,559.9,2655
560,560.1,2655
560.2,560.35,2655
560.5,560.6,2654
560.7,560.8,2653
560.9,561.05,2653
561.2,561.3,2653
561.4,561.5,2652
561.6,561.75,2652
561.9,562,2651
562.1,562.2,2650
562.3,562.45,2650
562.6,562.7,2650
562.8,562.9,2649
563,563.15,2648
563.3,563.4,2648
563.5,563.6,2647
563.7,563.85,2646
564,564.1,2645
564.2,564.3,2644
564.4,564.55,2644
564.7,564.8,2643
564.9,565,2643
565.1,565.25,2642
565.4,565.5,2642
565.6,565.7,2642
565.8,565.95,2641
566.1,566.2,2641
566.3,566.4,2640
566.5,566.65,2640
566.8,566.9,2640
567,567.1,2639
567.2,567.35,2639
567.5,567.6,2639
567.7,567.8,2640
567.9,568.05,2639
568.2,568.3,2638
568.4,568.5,2639
568.6,568.75,2638
568.9,569,2639
569.1,569.2,2638
569.3,569.4,2637
569.5,569.65,2638
569.8,569.9,2637
570,570.1,2637
570.2,570.35,2637
570.5,570.6,2636
570.7,570.8,2636
570.9,571.05,2635
571.2,571.3,2636
571.4,571.5,2635
571.6,571.75,2635
571.9,572,2634
572.1,572.2,2633
572.3,572.45,2633
572.6,572.7,2632
572.8,572.9,2633
573,573.15,2632
573.3,573.4,2631
573.5,573.6,2631
573.7,573.85,2630
574,574.1,2631
574.2,574.3,2630
574.4,574.55,2629
574.7,574.8,2630
574.9,575,2629
575.1,575.25,2629
575.4,575.5,2629
575.6,575.7,2629
575.8,575.95,2630
576.1,576.2,2629
576.3,576.4,2630
576.5,576.65,2630
576.8,576.9,2630
577,577.1,2630
577.2,577.35,2631
577.5,577.6,2631
577.7,577.8,2631
577.9,578.05,2632
578.2,578.3,2632
578.4,578.5,2632
578.6,578.75,2633
578.9,579,2633
579.1,579.2,2634
579.3,579.45,2634
579.6,579.7,2635
579.8,579.9,2636
580,580.15,2636
580.3,580.4,2637
580.5,580.6,2637
580.7,580.85,2638
581,581.1,2639
581.2,581.3,2640
581.4,581.55,2640
581.7,581.8,2641
581.9,582,2641
582.1,582.25,2642
582.4,582.5,2642
582.6,582.7,2642
582.8,582.95,2643
583.1,583.2,2643
583.3,583.4,2643
583.5,583.65,2643
583.8,583.9,2643
584,584.1,2644
584.2,584.35,2644
584.5,584.6,2644
584.7,584.8,2644
584.9,585.05,2644
585.2,585.3,2644
585.4,585.5,2644
585.6,585.75,2644
585.9,586,2644
586.1,586.2,2644
586.3,586.4,2644
586.5,586.65,2644
586.8,586.9,2644
587,587.1,2644
587.2,587.35,2644
587.5,587.6,2644
587.7,587.8,2644
587.9,588.05,2644
588.2,588.3,2644
588.4,588.5,2644
588.6,588.75,2643
588.9,589,2643
589.1,589.2,2643
589.3,589.45,2643
589.6,589.7,2643
589.8,589.9,2643
590,590.15,2643
590.3,590.4,2643
590.5,590.6,2643
590.7,590.85,2643
591,591.1,2642
591.2,591.3,2643
591.4,591.55,2642
591.7,591.8,2642
591.9,592,2642
592.1,592.25,2642
592.4,592.5,2642
592.6,592.7,2642
592.8,592.95,2642
593.1,593.2,2642
593.3,593.4,2641
593.5,593.65,2642
593.8,593.9,2641
594,594.1,2641
594.2,594.35,2641
594.5,594.6,2640
594.7,594.8,2640
594.9,595.05,2640
595.2,595.3,2640
595.4,595.5,2639
595.6,595.75,2639
595.9,596,2639
596.1,596.2,2638
596.3,596.45,2638
596.6,596.7,2638
596.8,596.9,2637
597,597.15,2637
597.3,597.4,2636
597.5,597.6,2636
597.7,597.85,2636
598,598.1,2636
598.2,598.3,2635
598.4,598.55,2635
598.7,598.8,2635
