id,depth.mean,depth.top,depth.btm,density,lat,long,NO3,d17O,d18O,D17O,d15N,NO3err,d17Oerr,d18Oerr,D17Oerr,d15Nerr,group,site,pseudo,smb.1979_2021,smb.1979_2021.mean.ci,smb.1979_2021.MARavgerr,smb.2011_2013,smb.2011_2013.mean.ci,smb.2011_2013.MARavgerr,smb.2013,smb.2013.MARerr
CHIC_SKL_08,0,0,0,NA,-71.1669,111.3665,275.4,0.0687,0.0718,0.0314,0.0001,0,0.0005,0.0008,0.0003,0.0011,skl,ABN.p5,1,128,7.3,1.9,114.3,35.4,1.9,114.9,1.7
CHICH_P5-DL,150,99,201,NA,-71.1669,111.3665,56.2,0.0588,0.0595,0.0278,0.0563,0,0.0012,0.0023,0.0003,0.0016,dl,ABN.p5,1,128,7.3,1.9,114.3,35.4,1.9,114.9,1.7
CHIC_SKL_07,0,0,0,NA,-71.1669,111.3665,210.4,0.0682,0.0698,0.0319,0.0043,0,0.0005,0.0008,0.0003,0.0011,skl,ABN1,0,128,7.3,1.9,114.3,35.4,1.9,114.9,1.7
CHIC_DL_1,100,100,100,NA,-71.1669,111.3665,49,0.0529,0.0506,0.0266,0.0728,0,0.0005,0.0008,0.0003,0.0011,dl,ABN1,0,128,7.3,1.9,114.3,35.4,1.9,114.9,1.7
CHIC_SKL_08,0,0,0,NA,-71.1669,111.3665,275.4,0.0687,0.0718,0.0314,0.0001,0,0.0005,0.0008,0.0003,0.0011,skl,ABN2,0,128,7.3,1.9,114.3,35.4,1.9,114.9,1.7
CHIC_DL_2,100,100,100,NA,-71.1669,111.3665,96.4,0.0631,0.0653,0.0291,0.0393,0,0.0005,0.0008,0.0003,0.0011,dl,ABN2,0,128,7.3,1.9,114.3,35.4,1.9,114.9,1.7
CHICH_P1-00-est,0,0,0,402,-70.4309,134.1378,264.2,0.0724,0.079,0.0313,-0.0185,0,NA,NA,NA,NA,p1,CHIC-01,1,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-03,1.5,0,3,402,-70.4309,134.1378,47.5,0.0676,0.0716,0.0304,-0.0032,0,0.0012,0.0023,0.0002,0.0008,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-06,4.5,3,6,405,-70.4309,134.1378,41.4,0.0651,0.0704,0.0285,-0.0023,0,0.0009,0.0016,0.0003,0.0016,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-09,7.5,6,9,408,-70.4309,134.1378,41.2,0.0674,0.0719,0.03,0.0024,0,0.0009,0.0016,0.0003,0.0016,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-12,10.5,9,12,409,-70.4309,134.1378,47,0.0705,0.0757,0.0312,-0.0013,0,0.0012,0.0023,0.0002,0.0008,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-15,13.5,12,15,409,-70.4309,134.1378,76.7,0.0709,0.0751,0.0318,-0.0037,0,0.0012,0.0023,0.0002,0.0008,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-18,16.5,15,18,409,-70.4309,134.1378,79,0.0793,0.0832,0.036,0.0295,0,0.0008,0.0011,0.0004,0.0007,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-21,19.5,18,21,410,-70.4309,134.1378,75.2,0.0798,0.0854,0.0354,0.0348,0,0.0008,0.0011,0.0004,0.0007,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-24,22.5,21,24,410,-70.4309,134.1378,62.4,0.0634,0.0667,0.0287,0.005,0,0.0012,0.0023,0.0002,0.0008,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-27,25.5,24,27,410,-70.4309,134.1378,79.4,0.0609,0.0625,0.0284,0.0069,0,0.0008,0.0011,0.0004,0.0007,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-30,28.5,27,30,410,-70.4309,134.1378,139.4,0.0611,0.0598,0.03,0.0347,0,0.0008,0.0011,0.0004,0.0007,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-33,31.5,30,33,407,-70.4309,134.1378,263,0.0588,0.0556,0.0299,0.0469,0,0.0008,0.0011,0.0004,0.0007,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-36,34.5,33,36,404,-70.4309,134.1378,152,0.0602,0.0579,0.0301,0.03,0,0.0008,0.0011,0.0004,0.0007,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-39,37.5,36,39,401,-70.4309,134.1378,99.9,0.061,0.0598,0.0299,0.0277,0,0.0008,0.0011,0.0004,0.0007,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-42,40.5,39,42,398,-70.4309,134.1378,81.9,0.0665,0.0661,0.0321,0.0458,0,0.0008,0.0011,0.0004,0.0007,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-45,43.5,42,45,395,-70.4309,134.1378,61.5,0.0697,0.0706,0.033,0.0615,0,0.0008,0.0011,0.0004,0.0007,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-48,46.5,45,48,392,-70.4309,134.1378,56.3,0.0689,0.0692,0.0329,0.0594,0,0.0012,0.0023,0.0002,0.0008,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-51,49.5,48,51,389,-70.4309,134.1378,57.9,0.0731,0.0755,0.0339,0.0161,0,0.0008,0.0011,0.0004,0.0007,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-54,52.5,51,54,388,-70.4309,134.1378,61.1,0.0746,0.077,0.0346,0.035,0,0.0008,0.0011,0.0004,0.0007,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-57,55.5,54,57,388,-70.4309,134.1378,60.1,0.0799,0.0844,0.036,0.0366,0,0.0008,0.0011,0.0004,0.0007,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-60,58.5,57,60,391,-70.4309,134.1378,61.3,0.0753,0.0798,0.0338,0.0262,0,0.0008,0.0011,0.0004,0.0007,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-63,61.5,60,63,393,-70.4309,134.1378,58.8,0.074,0.0779,0.0335,0.0105,0,0.0012,0.0023,0.0002,0.0008,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-66,64.5,63,66,396,-70.4309,134.1378,57.2,0.0734,0.0789,0.0324,0.0101,0,0.0008,0.0011,0.0004,0.0007,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-69,67.5,66,69,399,-70.4309,134.1378,66.3,0.07,0.0732,0.032,0.0045,0,0.0008,0.0011,0.0004,0.0007,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-72,70.5,69,72,407,-70.4309,134.1378,67.7,0.0715,0.0768,0.0316,0.0165,0,0.0008,0.0011,0.0004,0.0007,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-75,73.5,72,75,416,-70.4309,134.1378,35.1,0.0586,0.065,0.0249,-0.017,0,0.0009,0.0016,0.0003,0.0016,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-78,76.5,75,78,421,-70.4309,134.1378,31.1,0.0659,0.0727,0.0281,-0.0109,0,0.0009,0.0016,0.0003,0.0016,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-81,79.5,78,81,424,-70.4309,134.1378,45,0.0646,0.069,0.0287,-0.0005,0,0.0012,0.0023,0.0002,0.0008,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-84,82.5,81,84,422,-70.4309,134.1378,59,0.0636,0.068,0.0282,0.009,0,0.0012,0.0023,0.0002,0.0008,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-87,85.5,84,87,420,-70.4309,134.1378,70.5,0.0682,0.071,0.0313,0.0178,0,0.0008,0.0011,0.0004,0.0007,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-90,88.5,87,90,432,-70.4309,134.1378,77,0.0684,0.0714,0.0312,0.0207,0,0.0008,0.0011,0.0004,0.0007,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-93,91.5,90,93,448,-70.4309,134.1378,83.9,0.0693,0.0733,0.0311,0.0185,0,0.0008,0.0011,0.0004,0.0007,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-96,94.5,93,96,443,-70.4309,134.1378,83.2,0.07,0.0769,0.03,0.0201,0,0.0008,0.0011,0.0004,0.0007,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-99,97.5,96,99,429,-70.4309,134.1378,77.7,0.0765,0.0822,0.0338,0.0332,0,0.0008,0.0011,0.0004,0.0007,p1,CHIC-01,0,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-00-est,0,0,0,NA,-70.4309,134.1378,264.2,0.0724,0.079,0.0313,-0.0185,0,NA,NA,NA,NA,skl,CHIC-01.p1,1,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHICH_P1-DL,69.75,40.5,99,NA,-70.4309,134.1378,62.6,0.0705,0.0742,0.0319,0.0228,0,0.0012,0.0023,0.0004,0.0016,dl,CHIC-01.p1,1,193.8,8.2,2.2,198.8,61.4,2.2,174,2.3
CHIC_SKL_23,0,0,0,NA,-70.4995,133.2643,285.2,0.0684,0.0755,0.0292,-0.0215,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-02,0,182.6,7.9,2.2,188.7,57.8,2.2,164.6,2.2
CHIC_SKL_01,0,0,0,NA,-70.5508,132.5058,156.7,0.065,0.0688,0.0293,-0.0181,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-03,0,168.3,7.4,2.1,175,50.4,2.1,151.8,2.2
CHIC_SKL_22,0,0,0,NA,-70.5975,131.6463,359.5,0.071,0.0763,0.0314,-0.0141,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-04,0,160.7,7.1,2.1,167.2,49.1,2.1,144.6,2.2
CHIC_DL_9,100,100,100,NA,-70.5975,131.6463,97.3,0.0642,0.0677,0.029,0.0296,0,0.0005,0.0008,0.0003,0.0011,dl,CHIC-04,0,160.7,7.1,2.1,167.2,49.1,2.1,144.6,2.2
CHIC_SKL_02,0,0,0,402,-70.6755,130.1723,251.6,0.0694,0.0714,0.0323,-0.0118,0,0.0005,0.0008,0.0003,0.0011,p2,CHIC-05,1,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-03,1.5,0,3,402,-70.6755,130.1723,71.5,0.083,0.0867,0.0379,0.0317,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-06,4.5,3,6,405,-70.6755,130.1723,58.7,0.0896,0.0953,0.0401,0.0488,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-09,7.5,6,9,408,-70.6755,130.1723,64.3,0.0897,0.0957,0.0399,0.0443,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-12,10.5,9,12,409,-70.6755,130.1723,55.1,0.0799,0.0833,0.0366,0.0452,0,0.0012,0.0023,0.0002,0.0008,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-15,13.5,12,15,409,-70.6755,130.1723,51,0.0742,0.0759,0.0347,0.0653,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-18,16.5,15,18,409,-70.6755,130.1723,50.5,0.0723,0.0749,0.0334,0.0644,0,0.0012,0.0023,0.0002,0.0008,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-21,19.5,18,21,410,-70.6755,130.1723,51.7,0.0756,0.0785,0.0348,0.0637,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-24,22.5,21,24,410,-70.6755,130.1723,52.7,0.0759,0.0801,0.0342,0.0636,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-27,25.5,24,27,410,-70.6755,130.1723,53,0.0776,0.0808,0.0356,0.0596,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-30,28.5,27,30,410,-70.6755,130.1723,54.3,0.0769,0.0798,0.0354,0.0571,0,0.0012,0.0023,0.0002,0.0008,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-33,31.5,30,33,407,-70.6755,130.1723,55.1,0.0714,0.0782,0.0307,0.0552,0,0.0012,0.0023,0.0002,0.0008,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-36,34.5,33,36,404,-70.6755,130.1723,56.2,0.0809,0.0849,0.0368,0.052,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-39,37.5,36,39,401,-70.6755,130.1723,56.2,0.0794,0.0832,0.0361,0.0481,0,0.0012,0.0023,0.0002,0.0008,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-42,40.5,39,42,398,-70.6755,130.1723,58.4,0.0814,0.0865,0.0364,0.0449,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-45,43.5,42,45,395,-70.6755,130.1723,59.5,0.0836,0.0894,0.0371,0.0411,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-48,46.5,45,48,392,-70.6755,130.1723,58,0.0811,0.0864,0.0362,0.036,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-51,49.5,48,51,389,-70.6755,130.1723,57.8,0.0814,0.0859,0.0367,0.0318,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-54,52.5,51,54,388,-70.6755,130.1723,60.7,0.0828,0.0882,0.0369,0.03,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-57,55.5,54,57,388,-70.6755,130.1723,55.5,0.0733,0.0794,0.032,0.0135,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-60,58.5,57,60,391,-70.6755,130.1723,55.6,0.0692,0.0752,0.0301,0.0064,0,0.0012,0.0023,0.0002,0.0008,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-63,61.5,60,63,393,-70.6755,130.1723,57.2,0.0674,0.0736,0.0291,0.005,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-66,64.5,63,66,396,-70.6755,130.1723,83.1,0.0625,0.0626,0.03,0.0419,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-69,67.5,66,69,399,-70.6755,130.1723,120.9,0.0632,0.0606,0.0317,0.0616,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-72,70.5,69,72,407,-70.6755,130.1723,86.7,0.0692,0.0685,0.0336,0.071,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-75,73.5,72,75,416,-70.6755,130.1723,68.6,0.0784,0.0804,0.0366,0.0816,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-78,76.5,75,78,421,-70.6755,130.1723,64.9,0.0768,0.0794,0.0355,0.0703,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-81,79.5,78,81,424,-70.6755,130.1723,58.1,0.0721,0.0757,0.0328,0.0484,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-84,82.5,81,84,422,-70.6755,130.1723,57.1,0.0625,0.0699,0.0262,0.039,0,0.0012,0.0023,0.0002,0.0008,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-87,85.5,84,87,420,-70.6755,130.1723,57.8,0.0672,0.0712,0.0301,0.0347,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-90,88.5,87,90,432,-70.6755,130.1723,64,0.0575,0.06,0.0263,0.0422,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-93,91.5,90,93,448,-70.6755,130.1723,63.3,0.058,0.0618,0.0259,0.04,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-96,94.5,93,96,443,-70.6755,130.1723,66.1,0.0572,0.0616,0.0252,0.0357,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-99,97.5,96,99,429,-70.6755,130.1723,68,0.058,0.0623,0.0256,0.0334,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-102,100.5,99,102,413,-70.6755,130.1723,68.4,0.0598,0.0643,0.0263,0.0326,0,0.0008,0.0011,0.0004,0.0007,p2,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHIC_SKL_02,0,0,0,NA,-70.6755,130.1723,251.6,0.0694,0.0714,0.0323,-0.0118,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-05,0,151.7,7,2,155.8,54.2,2,133.3,2.2
CHIC_SKL_02,0,0,0,NA,-70.6755,130.1723,251.6,0.0694,0.0714,0.0323,-0.0118,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-05.p2,1,151.7,7,2,155.8,54.2,2,133.3,2.2
CHICH_P2-DL,85.5,69,102,NA,-70.6755,130.1723,65.7,0.0652,0.0686,0.0296,0.049,0,0.0012,0.0023,0.0004,0.0008,dl,CHIC-05.p2,1,151.7,7,2,155.8,54.2,2,133.3,2.2
CHIC_SKL_21,0,0,0,NA,-70.6998,129.8909,357.5,0.0727,0.0783,0.032,-0.009,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-06,0,153.6,7.1,2,157.5,54.8,2,135.1,2.2
CHIC_SKL_20,0,0,0,NA,-70.8039,128.2823,308,0.0777,0.0852,0.0334,-0.0013,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-07,0,170.4,7.8,2.1,172.3,51.9,2.1,151.4,2.3
CHIC_DL_8,100,100,100,NA,-70.8039,128.2823,84.6,0.0792,0.0848,0.0351,0.0508,0,0.0005,0.0008,0.0003,0.0011,dl,CHIC-07,0,170.4,7.8,2.1,172.3,51.9,2.1,151.4,2.3
CHIC_SKL_03,0,0,0,NA,-70.8265,127.9437,209.7,0.0701,0.0744,0.0314,-0.0129,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-08,0,172.2,7.8,2.1,173.7,50.3,2.1,153.1,2.3
CHIC_SKL_19,0,0,0,NA,-70.8668,127.408,248.2,0.0734,0.0786,0.0325,-0.0094,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-09,0,166.5,7.6,2.1,166.9,48.1,2.1,147.5,2.3
CHIC_SKL_18,0,0,0,NA,-70.979,125.8631,254.9,0.073,0.078,0.0325,-0.0037,0,0.0005,0.0008,0.0003,0.0011,skl,CHIC-10,0,142.8,6.8,2,140.2,52.3,2,123.2,2
CHIC_DL_7,100,100,100,NA,-70.979,125.8631,54.9,0.059,0.059,0.0284,0.0621,0,0.0005,0.0008,0.0003,0.0011,dl,CHIC-10,0,142.8,6.8,2,140.2,52.3,2,123.2,2
CHIC_SKL_04,0,0,0,402,-70.9981,125.3884,251.1,0.0698,0.0736,0.0315,-0.0039,0,0.0005,0.0008,0.0003,0.0011,p3,CHIC-11,1,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-03,1.5,0,3,402,-70.9981,125.3884,99.1,0.0816,0.0853,0.0372,0.0359,0,0.0008,0.0011,0.0004,0.0007,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-06,4.5,3,6,405,-70.9981,125.3884,83.7,0.0867,0.0925,0.0386,0.0408,0,0.0008,0.0011,0.0004,0.0007,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-09,7.5,6,9,408,-70.9981,125.3884,86.1,0.0887,0.0946,0.0395,0.0383,0,0.0008,0.0011,0.0004,0.0007,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-12,10.5,9,12,409,-70.9981,125.3884,92.3,0.0867,0.0927,0.0385,0.0377,0,0.0008,0.0011,0.0004,0.0007,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-15,13.5,12,15,409,-70.9981,125.3884,94.9,0.09,0.0965,0.0398,0.0349,0,0.0008,0.0011,0.0004,0.0007,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-18,16.5,15,18,409,-70.9981,125.3884,91.6,0.0871,0.0946,0.038,0.0278,0,0.0008,0.0011,0.0004,0.0007,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-21,19.5,18,21,410,-70.9981,125.3884,95.1,0.0699,0.0725,0.0321,0.0272,0,0.0008,0.0011,0.0004,0.0007,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-24,22.5,21,24,410,-70.9981,125.3884,126.3,0.0628,0.0621,0.0306,0.0302,0,0.0008,0.0011,0.0004,0.0007,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-27,25.5,24,27,410,-70.9981,125.3884,125.7,0.064,0.0649,0.0302,0.0257,0,0.0008,0.0011,0.0004,0.0007,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-30,28.5,27,30,410,-70.9981,125.3884,115,0.0636,0.0648,0.0299,0.0286,0,0.0008,0.0011,0.0004,0.0007,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-33,31.5,30,33,407,-70.9981,125.3884,96.9,0.0681,0.0691,0.0322,0.0458,0,0.0008,0.0011,0.0004,0.0007,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-36,34.5,33,36,404,-70.9981,125.3884,71.2,0.0776,0.0784,0.0368,0.0748,0,0.0008,0.0011,0.0004,0.0007,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-39,37.5,36,39,401,-70.9981,125.3884,45.5,0.0696,0.072,0.0321,0.0438,0,0.0012,0.0023,0.0002,0.0008,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-42,40.5,39,42,398,-70.9981,125.3884,46.9,0.066,0.0684,0.0304,0.0267,0,0.0012,0.0023,0.0002,0.0008,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-45,43.5,42,45,395,-70.9981,125.3884,36.9,0.0669,0.0694,0.0308,0.0324,0,0.0012,0.0023,0.0002,0.0008,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-48,46.5,45,48,392,-70.9981,125.3884,49.2,NA,NA,NA,0.0187,0,0.0012,0.0023,0.0002,0.0008,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-51,49.5,48,51,389,-70.9981,125.3884,45.8,0.0668,0.0726,0.0291,0.0189,0,0.0009,0.0016,0.0003,0.0016,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-54,52.5,51,54,388,-70.9981,125.3884,57,0.0679,0.0718,0.0305,0.0218,0,0.0012,0.0023,0.0002,0.0008,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-57,55.5,54,57,388,-70.9981,125.3884,57.1,0.0685,0.0734,0.0303,0.0202,0,0.0012,0.0023,0.0002,0.0008,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-60,58.5,57,60,391,-70.9981,125.3884,68.1,0.0664,0.0702,0.0299,0.022,0,0.0012,0.0023,0.0002,0.0008,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-63,61.5,60,63,393,-70.9981,125.3884,103.7,0.0638,0.0648,0.0301,0.0373,0,0.0008,0.0011,0.0004,0.0007,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-66,64.5,63,66,396,-70.9981,125.3884,98.7,0.0629,0.0637,0.0298,0.0407,0,0.0008,0.0011,0.0004,0.0007,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-69,67.5,66,69,399,-70.9981,125.3884,80.8,0.0618,0.0638,0.0287,0.0298,0,0.0008,0.0011,0.0004,0.0007,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-72,70.5,69,72,407,-70.9981,125.3884,53,0.0601,0.0646,0.0266,0.0148,0,0.0012,0.0023,0.0002,0.0008,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-75,73.5,72,75,416,-70.9981,125.3884,50.7,0.063,0.0674,0.0279,0.0147,0,0.0012,0.0023,0.0002,0.0008,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-78,76.5,75,78,421,-70.9981,125.3884,48.6,0.0642,0.068,0.0289,0.0311,0,0.0012,0.0023,0.0002,0.0008,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
CHICH_P3-81,79.5,78,81,424,-70.9981,125.3884,45.3,0.0616,0.0658,0.0274,0.0319,0,0.0012,0.0023,0.0002,0.0008,p3,CHIC-11,0,138.7,6.7,2,135.3,54.9,2,119.4,2
